Gene			mutation freqency in human	# of mutation in dog
ATP7B	2	109	0.018348624	0
MPHOSPH9	2	109	0.018348624	0
MPHOSPH8	1	109	0.009174312	0
NEK4	1	109	0.009174312	0
NEK5	1	109	0.009174312	0
U2AF1	1	109	0.009174312	0
U2AF2	1	109	0.009174312	0
NEK8	1	109	0.009174312	0
CIT_ENST00000392521	3	109	0.027522936	0
NRCAM_ENST00000379022	1	109	0.009174312	0
NRCAM_ENST00000379028	1	109	0.009174312	0
TRO_ENST00000173898	1	109	0.009174312	0
SHH	1	109	0.009174312	0
MTHFD2	2	109	0.018348624	0
MTHFD1	1	109	0.009174312	0
HOXD13_ENST00000392539	1	109	0.009174312	0
TBP	1	109	0.009174312	0
ADSS	2	109	0.018348624	0
ABLIM1_ENST00000392952	1	109	0.009174312	0
EID2B	2	109	0.018348624	0
SLX4	2	109	0.018348624	0
LRRC7_ENST00000370958	1	109	0.009174312	0
RNF128	1	109	0.009174312	0
ZNF341	2	109	0.018348624	0
AZI1	3	109	0.027522936	0
EDF1_ENST00000371648	1	109	0.009174312	0
ZNF438	5	109	0.04587156	0
PCDHG_cluster	3	109	0.027522936	0
NUDT16	1	109	0.009174312	0
NUDT17	1	109	0.009174312	0
NUDT15	1	109	0.009174312	0
RC3H1	3	109	0.027522936	0
TNFRSF11B_ENST00000297350	1	109	0.009174312	0
PLCE1_ENST00000260766	1	109	0.009174312	0
ACTL9	2	109	0.018348624	0
STX6	2	109	0.018348624	0
RC3H2	2	109	0.018348624	0
SUGP1_ENST00000334782	1	109	0.009174312	0
STAB1	1	109	0.009174312	0
PHACTR4	1	109	0.009174312	0
PYHIN1	1	109	0.009174312	0
LETMD1	1	109	0.009174312	0
CDADC1	1	109	0.009174312	0
POGZ	2	109	0.018348624	0
DRG1	1	109	0.009174312	0
CASQ1	1	109	0.009174312	0
PHACTR3	2	109	0.018348624	0
BCL2_ENST00000444484	1	109	0.009174312	0
EVC2	2	109	0.018348624	0
AURKB	1	109	0.009174312	0
AP1B1	2	109	0.018348624	0
FBXW7_NM_018315_2	5	141	0.035460993	0
OR5H1	3	109	0.027522936	0
GNPTG	1	109	0.009174312	0
OCA2_ENST00000382996	1	109	0.009174312	0
CDC42EP1	2	109	0.018348624	0
ING1_ENST00000375774	1	109	0.009174312	0
BAIAP2_ENST00000435091	3	109	0.027522936	0
TCP11	1	109	0.009174312	0
AHCY	1	109	0.009174312	0
WFIKKN2	1	109	0.009174312	0
TESC	1	109	0.009174312	0
HNF1A_ENST00000543427	1	109	0.009174312	0
OTP	1	109	0.009174312	0
NTF3	1	109	0.009174312	0
RAB4B	1	109	0.009174312	0
TMEM140	1	109	0.009174312	0
KRT35	2	109	0.018348624	0
KRT37	1	109	0.009174312	0
IL27	1	109	0.009174312	0
AXL	2	109	0.018348624	0
KIF2B	2	109	0.018348624	0
ATP6AP1	1	109	0.009174312	0
TIMM8B_ENST00000541231	2	109	0.018348624	0
SMARCA4_ENST00000358026	6	109	0.055045872	0
Q5JXA8_HUMAN	1	109	0.009174312	0
SLC22A7	1	109	0.009174312	0
OR4N4	1	109	0.009174312	0
ACOT8	1	109	0.009174312	0
DST_ENST00000370754	1	109	0.009174312	0
ADCY5	2	109	0.018348624	0
ADCY7	2	109	0.018348624	0
ADCY1	1	109	0.009174312	0
ADCY2	3	109	0.027522936	0
KIF25	1	109	0.009174312	0
ADCY8	3	109	0.027522936	0
RAB43	1	109	0.009174312	0
NUAK1_ENST00000261402	1	109	0.009174312	0
DDI2	1	109	0.009174312	0
DDI1	1	109	0.009174312	0
SKAP1	1	109	0.009174312	0
C12orf5	1	109	0.009174312	0
ABHD12_ENST00000339157	1	109	0.009174312	0
XRCC1	1	109	0.009174312	0
XRCC3	2	109	0.018348624	0
PITPNB	1	109	0.009174312	0
SMURF1	4	109	0.036697248	0
DCAF12L1	1	109	0.009174312	0
SCRN1_ENST00000434476	1	109	0.009174312	0
ZNF276_ENST00000443381	2	109	0.018348624	0
PCDHAC2	3	109	0.027522936	0
CHRAC1	1	109	0.009174312	0
TFRC	1	109	0.009174312	0
FOXO1_ENST00000379561	1	109	0.009174312	0
CTLA4	1	109	0.009174312	0
TFR2	1	109	0.009174312	0
TRIM9_ENST00000338969	3	109	0.027522936	0
RHOA	2	109	0.018348624	0
CLSPN_ENST00000251195	3	109	0.027522936	0
KDM6A_ENST00000377967	1	109	0.009174312	0
KIR3DL2	1	109	0.009174312	0
IL13RA2	1	109	0.009174312	0
MRPS23	1	109	0.009174312	0
CTSL1	1	109	0.009174312	0
CEP192_ENST00000506447	2	109	0.018348624	0
CTSL3	1	109	0.009174312	0
CTSL2	1	109	0.009174312	0
PPP2R5D	1	109	0.009174312	0
PCDH11X_ENST00000395337	1	109	0.009174312	0
PPP2R5B	1	109	0.009174312	0
LCMT2	2	109	0.018348624	0
EPB41_ENST00000343067	1	109	0.009174312	0
H2AFY2	1	109	0.009174312	0
KCNA6	2	109	0.018348624	0
KCNA5	2	109	0.018348624	0
KCNA2	2	109	0.018348624	0
KCNA3	3	109	0.027522936	0
KCNA1	2	109	0.018348624	0
JMJD6	1	109	0.009174312	0
JMJD5	2	109	0.018348624	0
ZHX3	1	109	0.009174312	0
TMC5_ENST00000396229	1	109	0.009174312	0
OPTC	2	109	0.018348624	0
FTO	1	109	0.009174312	0
DLG1_ENST00000419354	1	109	0.009174312	0
CCDC34	1	109	0.009174312	0
MEMO1	2	109	0.018348624	0
SLC35D3	1	109	0.009174312	0
OR8J3	1	109	0.009174312	0
OR8J1	1	109	0.009174312	0
ZMAT4	2	109	0.018348624	0
HS3ST2	1	109	0.009174312	0
AADACL3_ENST00000359318	1	109	0.009174312	0
MPRIP	2	109	0.018348624	0
SMOC2	1	109	0.009174312	0
THUMPD3	2	109	0.018348624	0
MLLT4	1	109	0.009174312	0
RNASE6	1	109	0.009174312	0
UVRAG	1	109	0.009174312	0
NUP188	2	109	0.018348624	0
PARP12	3	109	0.027522936	0
BCLAF1_ENST00000531224	1	109	0.009174312	0
GLT8D2	1	109	0.009174312	0
SYNJ2	2	109	0.018348624	0
OR2T12	1	109	0.009174312	0
RUNDC2A	3	109	0.027522936	0
REG1A	1	109	0.009174312	0
FRMD3_ENST00000376422	1	109	0.009174312	0
MRGPRF	2	109	0.018348624	0
GTPBP5	1	109	0.009174312	0
GTPBP4	1	109	0.009174312	0
GTPBP2	2	109	0.018348624	0
OSBPL9_ENST00000447887	1	109	0.009174312	0
GTPBP8	2	109	0.018348624	0
PCDHA2	3	109	0.027522936	0
SEZ6L2_ENST00000350527	2	109	0.018348624	0
PCDHA6	1	109	0.009174312	0
PCDHA4	2	109	0.018348624	0
PCDHA5	3	109	0.027522936	0
PCDHA8	2	109	0.018348624	0
RFX4_ENST00000357881	1	109	0.009174312	0
BCL6	1	109	0.009174312	0
BCL2	1	109	0.009174312	0
BLID	1	109	0.009174312	0
RREB1_ENST00000379938	1	109	0.009174312	0
PLK1	2	109	0.018348624	0
PLK3	1	109	0.009174312	0
CDX2	1	109	0.009174312	0
LRFN2	1	109	0.009174312	0
NKX2-2	3	109	0.027522936	0
NKX2-3	1	109	0.009174312	0
RUNX2_ENST00000352853	1	109	0.009174312	0
GIGYF1	1	109	0.009174312	0
TTYH1	1	109	0.009174312	0
SP8_ENST00000418710	1	109	0.009174312	0
ZBTB4_ENST00000311403	1	109	0.009174312	0
CSNK1G2	2	109	0.018348624	0
ABCC3_ENST00000427699	1	109	0.009174312	0
HEPACAM2_ENST00000394468	1	109	0.009174312	0
OR9Q2	1	109	0.009174312	0
FAM76B	1	109	0.009174312	0
OR9Q1	1	109	0.009174312	0
CX3CR1	1	109	0.009174312	0
MAGED1	4	109	0.036697248	0
NLGN1_ENST00000401917	3	109	0.027522936	0
ATP8B1	2	109	0.018348624	0
EXD2	1	109	0.009174312	0
ROBO4	1	109	0.009174312	0
SPRYD3	1	109	0.009174312	0
SPRYD5	1	109	0.009174312	0
KLHDC9	1	109	0.009174312	0
KLHDC4	2	109	0.018348624	0
KLHDC5	1	109	0.009174312	0
SHBG	1	109	0.009174312	0
HDDC2	1	109	0.009174312	0
ZBTB39	1	109	0.009174312	0
ZNF573_ENST00000590414	1	109	0.009174312	0
HTR2B	1	109	0.009174312	0
GBA2	3	109	0.027522936	0
DONSON	1	109	0.009174312	0
SMC1A	4	109	0.036697248	0
MLH3_ENST00000355774	1	109	0.009174312	0
KLHL34	1	109	0.009174312	0
KLHL32	1	109	0.009174312	0
TBXA2R_ENST00000411851	1	109	0.009174312	0
CHD4_ENST00000357008	3	109	0.027522936	0
TRIM48	2	109	0.018348624	0
TRIM49	1	109	0.009174312	0
MTNR1B	1	109	0.009174312	0
PKHD1_ENST00000340994	5	109	0.04587156	0
PHACTR2_ENST00000440869	2	109	0.018348624	0
IVD	1	109	0.009174312	0
PEX7	1	109	0.009174312	0
NIF3L1_ENST00000409020	1	109	0.009174312	0
C17orf49_ENST00000546495	1	109	0.009174312	0
ESAM	1	109	0.009174312	0
NLGN4Y_ENST00000297967	1	109	0.009174312	0
ACE	2	109	0.018348624	0
ACD	3	109	0.027522936	0
ATP5S	1	109	0.009174312	0
RINL	1	109	0.009174312	0
ATP5B	1	109	0.009174312	0
PBX4	1	109	0.009174312	0
MPZL3	1	109	0.009174312	0
DDX5_ENST00000540698	1	109	0.009174312	0
TRAK2	1	109	0.009174312	0
CITED2	1	109	0.009174312	0
DAGLB	3	109	0.027522936	0
TM9SF3	1	109	0.009174312	0
ACHE	1	109	0.009174312	0
PHF21B	1	109	0.009174312	0
GMPR2_ENST00000348719	1	109	0.009174312	0
CSF3R_ENST00000373104	1	109	0.009174312	0
WSCD1	1	109	0.009174312	0
CSNK1A1L	1	109	0.009174312	0
NIPBL_ENST00000448238	6	109	0.055045872	0
DZIP1L_ENST00000469243	1	109	0.009174312	0
HIRA	2	109	0.018348624	0
SEC31A_ENST00000432794	1	109	0.009174312	0
CAPS2_ENST00000409445	1	109	0.009174312	0
PCSK5_ENST00000376767	1	109	0.009174312	0
C2CD3_ENST00000334126	5	109	0.04587156	0
C10orf12	2	109	0.018348624	0
RIPK1	1	109	0.009174312	0
RIPK2	1	109	0.009174312	0
RIPK4	1	109	0.009174312	0
CLPB	1	109	0.009174312	0
PUSL1	1	109	0.009174312	0
FEZF2	1	109	0.009174312	0
MASP1_ENST00000169293	1	109	0.009174312	0
PLCXD2	1	109	0.009174312	0
ZNF419	3	109	0.027522936	0
ZNF418	1	109	0.009174312	0
ZNF417	1	109	0.009174312	0
RRAGA	1	109	0.009174312	0
CHRDL1	1	109	0.009174312	0
GGT1	1	109	0.009174312	0
MCOLN1	1	109	0.009174312	0
GGT5	1	109	0.009174312	0
RASA1	1	109	0.009174312	0
RASA3	1	109	0.009174312	0
ACTN2	3	109	0.027522936	0
PTPRU	3	109	0.027522936	0
PTPRS	2	109	0.018348624	0
ACTN4	1	109	0.009174312	0
TINF2	1	109	0.009174312	0
PXK_ENST00000356151	1	109	0.009174312	0
PTPRF	1	109	0.009174312	0
NLRX1_ENST00000409265	3	109	0.027522936	0
DTWD2	1	109	0.009174312	0
PTPRH	3	109	0.027522936	0
LASS5	1	109	0.009174312	0
CPZ	1	109	0.009174312	0
CDH7_ENST00000323011	1	109	0.009174312	0
DDX17_ENST00000381633	3	109	0.027522936	0
TDRD3_ENST00000535286	1	109	0.009174312	0
ITGB8_ENST00000222573	3	109	0.027522936	0
BANK1	1	109	0.009174312	0
PRSS36	1	109	0.009174312	0
TAF1B	2	109	0.018348624	0
SUMF2_ENST00000342190	1	109	0.009174312	0
DMP1	1	109	0.009174312	0
RAPGEF6_ENST00000307984	2	109	0.018348624	0
UBXN4	2	109	0.018348624	0
TP53_ENST00000414315	13	112	0.116071429	0
ABLIM3	1	109	0.009174312	0
LMTK2	1	109	0.009174312	0
LMX1B_ENST00000355497	1	109	0.009174312	0
HPSE2_ENST00000370546	1	109	0.009174312	0
DALRD3_ENST00000341949	2	109	0.018348624	0
HHIP	1	109	0.009174312	0
HMGN4	1	109	0.009174312	0
ZRSR2_ENST00000380308	1	109	0.009174312	0
RAB6A	1	109	0.009174312	0
RAB15_ENST00000533601	1	109	0.009174312	0
FTCD_ENST00000397748	1	109	0.009174312	0
CCDC106	2	109	0.018348624	0
ACVRL1	2	109	0.018348624	0
CHL1	1	109	0.009174312	0
TAF1L	1	109	0.009174312	0
IFIT3	1	109	0.009174312	0
IFIT2	2	109	0.018348624	0
DTNA_ENST00000269190	2	109	0.018348624	0
ITSN2_ENST00000406921	2	109	0.018348624	0
TRO	1	109	0.009174312	0
STAG2_ENST00000218089	90	193	0.466321244	0
RBFOX1_ENST00000550418	2	109	0.018348624	0
ITIH5_ENST00000397146	3	109	0.027522936	0
BCAR1_ENST00000418647	1	109	0.009174312	0
PTPRZ1_ENST00000393386	3	109	0.027522936	0
ARL5A	2	109	0.018348624	0
GABRQ	1	109	0.009174312	0
DNM1_ENST00000341179	1	109	0.009174312	0
WDR35	2	109	0.018348624	0
MOV10L1_ENST00000540615	2	109	0.018348624	0
KRT15	2	109	0.018348624	0
OR2G2	1	109	0.009174312	0
EIF4A1	1	109	0.009174312	0
KRT18	1	109	0.009174312	0
SEC22C	1	109	0.009174312	0
ADAT2_ENST00000367593	1	109	0.009174312	0
WISP3	1	109	0.009174312	0
NBPF7	2	109	0.018348624	0
TLE1	1	109	0.009174312	0
NAPEPLD	1	109	0.009174312	0
TLE4	3	109	0.027522936	0
SPTA1	5	109	0.04587156	0
ZNF80	2	109	0.018348624	0
ANKRD30A_ENST00000602533	1	109	0.009174312	0
EBNA1BP2_ENST00000431635	1	109	0.009174312	0
HIST1H2BI	1	109	0.009174312	0
PCDHB13	2	109	0.018348624	0
PCDHB12	1	109	0.009174312	0
SIGLEC5	1	109	0.009174312	0
TM9SF1	1	109	0.009174312	0
PCDHB16	2	109	0.018348624	0
PCDHB15	3	109	0.027522936	0
PCDHB14	2	109	0.018348624	0
NAT9	1	109	0.009174312	0
C10orf18	1	109	0.009174312	0
TUT1_ENST00000308436	1	109	0.009174312	0
FHL1_ENST00000539015	1	109	0.009174312	0
SMC2L1	1	109	0.009174312	0
CCBL1	1	109	0.009174312	0
KCNC4	2	109	0.018348624	0
COX5A	1	109	0.009174312	0
KCNC2	2	109	0.018348624	0
CPSF6	2	109	0.018348624	0
CPSF7	1	109	0.009174312	0
NWD1_ENST00000524140	1	109	0.009174312	0
CPSF3	1	109	0.009174312	0
GPATCH1	2	109	0.018348624	0
ACAA2	1	109	0.009174312	0
ACAA1	1	109	0.009174312	0
ZFP91-CNTF	1	109	0.009174312	0
FAM100A	1	109	0.009174312	0
NRXN2_ENST00000301894	2	109	0.018348624	0
SIPA1L2	4	109	0.036697248	0
AR_ENST00000544984	1	109	0.009174312	0
TTLL4	1	109	0.009174312	0
TTLL6	1	109	0.009174312	0
LTBP3	2	109	0.018348624	0
LTBP2	1	109	0.009174312	0
TTLL9	1	109	0.009174312	0
STAT6	3	109	0.027522936	0
CECR1_ENST00000330232	1	109	0.009174312	0
APC2	1	109	0.009174312	0
RTN4_ENST00000337526	1	109	0.009174312	0
PLA2G4D	1	109	0.009174312	0
SLC35F1	1	109	0.009174312	0
MBD4	1	109	0.009174312	0
MBD6	5	109	0.04587156	0
MBD1	1	109	0.009174312	0
MBD3	1	109	0.009174312	0
LMAN1L	1	109	0.009174312	0
FAM126A	2	109	0.018348624	0
CMTM5	2	109	0.018348624	0
TSPAN12	2	109	0.018348624	0
TSPAN14	1	109	0.009174312	0
TSPAN15	1	109	0.009174312	0
HEPACAM2	1	109	0.009174312	0
SLC25A17	1	109	0.009174312	0
LLGL2_ENST00000167462	1	109	0.009174312	0
BFSP1_ENST00000377868	2	109	0.018348624	0
SLC25A12	1	109	0.009174312	0
SLC25A11	1	109	0.009174312	0
TUBA3C	1	109	0.009174312	0
TUBA3D	1	109	0.009174312	0
FYN_ENST00000368682	1	109	0.009174312	0
MED25_ENST00000312881	1	109	0.009174312	0
ITGA3_ENST00000320031	1	109	0.009174312	0
SEMA5B_ENST00000195173	4	109	0.036697248	0
RBPJL	2	109	0.018348624	0
ZNF649	2	109	0.018348624	0
ACBD4_ENST00000431281	1	109	0.009174312	0
VPS13A_ENST00000357409	2	109	0.018348624	0
SIPA1L3	2	109	0.018348624	0
FBXO43_ENST00000428847	1	109	0.009174312	0
ZNF280A	1	109	0.009174312	0
VIP	1	109	0.009174312	0
MMAB	1	109	0.009174312	0
TYR	1	109	0.009174312	0
UGT3A2	1	109	0.009174312	0
ALG6	1	109	0.009174312	0
STRC_ENST00000450892	1	109	0.009174312	0
FUK	2	109	0.018348624	0
ROCK2_ENST00000315872	3	109	0.027522936	0
ARIH1	1	109	0.009174312	0
CCNE1	1	109	0.009174312	0
CCNC_ENST00000520429	1	109	0.009174312	0
GCC1	1	109	0.009174312	0
MIS18BP1	1	109	0.009174312	0
CLTC_ENST00000269122	4	109	0.036697248	0
KLC4_ENST00000259708	2	109	0.018348624	0
RASGEF1C	1	109	0.009174312	0
TP63	3	109	0.027522936	0
FIGN	3	109	0.027522936	0
MAGEB6	1	109	0.009174312	0
SMYD1	1	109	0.009174312	0
AKAP13_ENST00000394518	3	109	0.027522936	0
C6orf49	2	109	0.018348624	0
IRF2	1	109	0.009174312	0
IRF1	1	109	0.009174312	0
IRF6	3	109	0.027522936	0
IRF5	2	109	0.018348624	0
IRF9	2	109	0.018348624	0
IRF8	1	109	0.009174312	0
TTC18	4	109	0.036697248	0
LY75	2	109	0.018348624	0
CLK3	1	109	0.009174312	0
ROCK1_ENST00000399799	2	109	0.018348624	0
SUFU	2	109	0.018348624	0
FAM129C_ENST00000332386	2	109	0.018348624	0
SLBP	2	109	0.018348624	0
KIAA1586	1	109	0.009174312	0
PANX1	3	109	0.027522936	0
PANX2	1	109	0.009174312	0
RASGEF1C_ENST00000393371	1	109	0.009174312	0
TBC1D8B_ENST00000310452	1	109	0.009174312	0
TEX101	1	109	0.009174312	0
ADAP2	1	109	0.009174312	0
ZBTB20_ENST00000474710	1	109	0.009174312	0
KLHL11	3	109	0.027522936	0
ACVR2B	3	109	0.027522936	0
KLHL13	1	109	0.009174312	0
NTRK2_ENST00000376214	1	109	0.009174312	0
TRIM68	1	109	0.009174312	0
TRIM60	2	109	0.018348624	0
SUPT3H_ENST00000371459	1	109	0.009174312	0
ADAM22_ENST00000315984	2	109	0.018348624	0
C2orf62	1	109	0.009174312	0
C2orf61	1	109	0.009174312	0
TTC22_ENST00000371276	1	109	0.009174312	0
C2orf67	3	109	0.027522936	0
C19orf73	1	109	0.009174312	0
LRRC8E	1	109	0.009174312	0
ABCB5_ENST00000404938	1	109	0.009174312	0
LCAT	1	109	0.009174312	0
UTY_ENST00000331397	4	109	0.036697248	0
OR52D1	3	109	0.027522936	0
SERTAD4	1	109	0.009174312	0
ARAP2	1	109	0.009174312	0
ARAP1	3	109	0.027522936	0
ACPP_ENST00000351273	1	109	0.009174312	0
KLKB1	1	109	0.009174312	0
PRKCB_ENST00000303531	2	109	0.018348624	0
MPHOSPH8_ENST00000414242	1	109	0.009174312	0
HMHA1	1	109	0.009174312	0
CNR2_ENST00000374472	1	109	0.009174312	0
RAB15	1	109	0.009174312	0
GCNT2_ENST00000379597	1	109	0.009174312	0
NOTCH1	2	158	0.012658228	0
NOTCH3	2	109	0.018348624	0
TCF7L2_ENST00000355717	1	109	0.009174312	0
PPP1R42	1	109	0.009174312	0
FGFRL1	9	109	0.082568807	0
R3HDM2_ENST00000441731	1	109	0.009174312	0
HSF4	1	109	0.009174312	0
CRLF1	1	109	0.009174312	0
MAGEA11_ENST00000355220	1	109	0.009174312	0
SORCS1_ENST00000344440	2	109	0.018348624	0
KCNK7_ENST00000340313	3	109	0.027522936	0
N4BP2L2	2	109	0.018348624	0
PRR5_ENST00000432186	1	109	0.009174312	0
RLN3	1	109	0.009174312	0
C7orf58	4	109	0.036697248	0
DAZAP1_ENST00000336761	2	109	0.018348624	0
ZNF385	2	109	0.018348624	0
ZNF382	3	109	0.027522936	0
C1RL	2	109	0.018348624	0
ZNF354B	1	109	0.009174312	0
GSDMB_ENST00000418519	1	109	0.009174312	0
RORC	2	109	0.018348624	0
ZNF479	1	109	0.009174312	0
NXPE1	1	109	0.009174312	0
ZNF471	1	109	0.009174312	0
ZNF470	1	109	0.009174312	0
ZNF473	2	109	0.018348624	0
DMTF1	4	109	0.036697248	0
GNE_ENST00000396594	1	109	0.009174312	0
MASP1_ENST00000296280	2	109	0.018348624	0
C5orf42_ENST00000425232	1	109	0.009174312	0
MDM2	2	109	0.018348624	0
MDM4	1	109	0.009174312	0
ROR2	1	109	0.009174312	0
SLTM	3	109	0.027522936	0
CPB2	1	109	0.009174312	0
CPB1	2	109	0.018348624	0
KPNA5	1	109	0.009174312	0
NMBR	1	109	0.009174312	0
LINGO2_ENST00000379992	1	109	0.009174312	0
KPNA1	2	109	0.018348624	0
CRX	1	109	0.009174312	0
WDR96	1	109	0.009174312	0
TNFRSF17	1	109	0.009174312	0
MITF_ENST00000352241	4	109	0.036697248	0
TNFRSF19	2	109	0.018348624	0
GLDN	1	109	0.009174312	0
PC	1	109	0.009174312	0
B4GALT1	1	109	0.009174312	0
B4GALT6	1	109	0.009174312	0
FCN1	1	109	0.009174312	0
KDM5C_ENST00000452825	1	109	0.009174312	0
OR5L2	1	109	0.009174312	0
SGOL1	4	109	0.036697248	0
SGOL2	4	109	0.036697248	0
NHS_ENST00000398097	6	109	0.055045872	0
DMKN_ENST00000419602	1	109	0.009174312	0
CR2	1	109	0.009174312	0
LGMN	1	109	0.009174312	0
TNFRSF1A	1	109	0.009174312	0
ENOSF1_ENST00000340116	1	109	0.009174312	0
RFX2	1	109	0.009174312	0
CAPS2	1	109	0.009174312	0
EHMT1	1	109	0.009174312	0
GLYATL1_ENST00000317391	1	109	0.009174312	0
CLIP2_ENST00000223398	1	109	0.009174312	0
MARK2	2	109	0.018348624	0
LAD1	1	109	0.009174312	0
SGK1_ENST00000367857	3	109	0.027522936	0
SGK1_ENST00000367858	3	109	0.027522936	0
RALGPS1_ENST00000259351	1	109	0.009174312	0
VSX1	1	109	0.009174312	0
CCDC19	1	109	0.009174312	0
WDR13	1	109	0.009174312	0
UMODL1_ENST00000408989	1	109	0.009174312	0
OR7A10	1	109	0.009174312	0
CHRD	2	109	0.018348624	0
WDR16	1	109	0.009174312	0
PHLDB2_ENST00000393923	1	109	0.009174312	0
AOX1	1	109	0.009174312	0
TAOK2_ENST00000308893	1	109	0.009174312	0
TIMM9	1	109	0.009174312	0
USP9X	3	109	0.027522936	0
USP9Y	3	109	0.027522936	0
ZMYND10	1	109	0.009174312	0
ZMYND11	1	109	0.009174312	0
NOC4L	1	109	0.009174312	0
KRT33B	1	109	0.009174312	0
KRT33A	1	109	0.009174312	0
CLEC3A	2	109	0.018348624	0
AMBP	1	109	0.009174312	0
AMBN	1	109	0.009174312	0
DLD_ENST00000205402	2	109	0.018348624	0
OR4B1	2	109	0.018348624	0
WNT2B	1	109	0.009174312	0
IDH3A	1	109	0.009174312	0
HSPB2	3	109	0.027522936	0
SPG7_ENST00000341316	1	109	0.009174312	0
HSPB1	1	109	0.009174312	0
KCNIP4_ENST00000447367	1	109	0.009174312	0
PKN3	2	109	0.018348624	0
PKN2	2	109	0.018348624	0
SMG7_ENST00000507469	1	109	0.009174312	0
DIS3L2	2	109	0.018348624	0
MACF1_ENST00000361689	4	109	0.036697248	0
KCNE3	2	109	0.018348624	0
C19orf73_ENST00000408991	1	109	0.009174312	0
PTDSS2	2	109	0.018348624	0
HPCA	1	109	0.009174312	0
ADAM12_ENST00000368676	1	109	0.009174312	0
ADAM12_ENST00000368679	1	109	0.009174312	0
CSDE1_ENST00000369530	2	109	0.018348624	0
CYP2F1	1	109	0.009174312	0
NAV1	1	109	0.009174312	0
NAV2	2	109	0.018348624	0
LIG1	1	109	0.009174312	0
MAST1_ENST00000251472	5	109	0.04587156	0
IL36RN	1	109	0.009174312	0
FNTB	3	109	0.027522936	0
UMODL1	1	109	0.009174312	0
EVI5L	2	109	0.018348624	0
CTSK_ENST00000443913	1	109	0.009174312	0
KCTD19	1	109	0.009174312	0
KRTAP10-4	1	109	0.009174312	0
O3FAR1	1	109	0.009174312	0
ZKSCAN4	1	109	0.009174312	0
EGFLAM_ENST00000354891	3	109	0.027522936	0
KIAA1409	3	109	0.027522936	0
GLIS2	1	109	0.009174312	0
GLIS3	2	109	0.018348624	0
GLIS1	1	109	0.009174312	0
KIAA1404	1	109	0.009174312	0
H6PD	1	109	0.009174312	0
GPHN_ENST00000478722	1	109	0.009174312	0
KNG1_ENST00000265023	2	109	0.018348624	0
SLC25A30	1	109	0.009174312	0
SLC25A33	1	109	0.009174312	0
SLC25A38	1	109	0.009174312	0
TUBA1B	4	109	0.036697248	0
TTLL10_ENST00000379290	1	109	0.009174312	0
FAM102A	1	109	0.009174312	0
R3HDM2_ENST00000347140	1	109	0.009174312	0
RIMKLA	1	109	0.009174312	0
HCAR2	4	109	0.036697248	0
ALDH2_ENST00000261733	1	109	0.009174312	0
SMCR7L	2	109	0.018348624	0
OR7C2	1	109	0.009174312	0
TAF6	2	109	0.018348624	0
TAF5	1	109	0.009174312	0
OR7C1	1	109	0.009174312	0
TAF1	3	109	0.027522936	0
HMOX1	1	109	0.009174312	0
TTN_ENST00000359218	6	109	0.055045872	0
URGCP_ENST00000453200	1	109	0.009174312	0
FOSB	1	109	0.009174312	0
CCNG2	1	109	0.009174312	0
PPAPDC1A	2	109	0.018348624	0
LRRCC1	2	109	0.018348624	0
USP18	1	109	0.009174312	0
PISD_ENST00000439502	1	109	0.009174312	0
LGALS14	1	109	0.009174312	0
ZNF638_ENST00000544512	2	109	0.018348624	0
PDCD1	1	109	0.009174312	0
PRUNE	1	109	0.009174312	0
MINA	3	109	0.027522936	0
PBLD	2	109	0.018348624	0
OR6C3	2	109	0.018348624	0
C10orf81_ENST00000369312	1	109	0.009174312	0
LNX1_ENST00000263925	5	109	0.04587156	0
VPS26B	1	109	0.009174312	0
KLRD1	1	109	0.009174312	0
SREBF2	2	109	0.018348624	0
TXNDC15	1	109	0.009174312	0
OXCT1	2	109	0.018348624	0
CIC	2	109	0.018348624	0
GALNTL5	1	109	0.009174312	0
IL12A	2	109	0.018348624	0
TMPRSS2_ENST00000454499	3	109	0.027522936	0
ZNF320	1	109	0.009174312	0
TAF6L	2	109	0.018348624	0
PDE1A_ENST00000346717	1	109	0.009174312	0
GRK4_ENST00000398052	1	109	0.009174312	0
DAK	1	109	0.009174312	0
C1orf174	1	109	0.009174312	0
C1orf173	2	109	0.018348624	0
TIRAP_ENST00000392678	1	109	0.009174312	0
DNAJC21_ENST00000303525	1	109	0.009174312	0
MTA2	2	109	0.018348624	0
GPC4	2	109	0.018348624	0
GPC5	1	109	0.009174312	0
GPC6	1	109	0.009174312	0
MPHOSPH10	1	109	0.009174312	0
C21orf13	2	109	0.018348624	0
BICD2	1	109	0.009174312	0
SH3YL1_ENST00000405430	1	109	0.009174312	0
BBS5	1	109	0.009174312	0
KIAA1984	2	109	0.018348624	0
ANKDD1A	2	109	0.018348624	0
PGLYRP2_ENST00000292609	1	109	0.009174312	0
C2orf47	1	109	0.009174312	0
NIPA2	1	109	0.009174312	0
PDCD11	1	109	0.009174312	0
AGT	2	109	0.018348624	0
SLC28A1	3	109	0.027522936	0
PIK3CD	1	109	0.009174312	0
PIK3CG	1	109	0.009174312	0
ANKRD13D_ENST00000511455	1	109	0.009174312	0
ZSWIM5	2	109	0.018348624	0
ZSWIM1	1	109	0.009174312	0
TMEM59	1	109	0.009174312	0
PCDHGC3_ENST00000308177	1	109	0.009174312	0
FAM84B	2	109	0.018348624	0
FAM84A	1	109	0.009174312	0
